track,candidate,symbol,entry_date,entry_completed_date,exit_date,exit_completed_date,buy_fill_count,sell_fill_count,quantity,average_buy_price,average_sell_price,buy_cost,sell_proceeds,total_fees,net_pnl,net_return,holding_days,outcome
mixed,True,512800.SH,2024-07-30,2024-07-31,2024-08-08,2024-08-08,2,1,199600.0,0.6413463267287057,0.6232512128591537,128051.13063309419,124363.62180406108,75.72410067052101,-3687.508829033104,-0.028797159469047928,7,负
mixed,True,518880.SH,2024-08-19,2024-08-19,2024-09-26,2024-09-26,1,1,22500.0,5.508602254867554,5.753088228607178,123980.73379974032,129405.6517981184,76.01641076345445,5424.917998378078,0.04375613720064497,26,胜
mixed,True,159851.SZ,2024-09-26,2024-10-14,2024-12-11,2024-12-11,5,1,239900.0,0.5413962884462094,0.8030352200031281,129919.9338891251,192590.35483396682,96.7587356630988,62670.420944841724,0.4823772539657021,49,胜
mixed,True,512800.SH,2025-01-03,2025-01-03,2025-02-10,2025-02-10,1,1,265100.0,0.7268712109804154,0.7351168014287949,192751.36609831738,194821.0002195559,116.27190662690448,2069.634121238516,0.010737325307374812,20,胜
mixed,True,513200.SH,2025-02-12,2025-02-14,2025-03-27,2025-03-28,3,2,273300.0,0.7127065406515927,0.8048046848853952,194841.13236934828,219885.64442039342,125.91076805313324,25044.512051045138,0.12853811588186526,32,胜
mixed,True,518880.SH,2025-03-27,2025-03-28,2025-05-16,2025-05-16,2,1,32200.0,6.811235058645285,7.186366171455384,219389.03606880913,231331.57042364712,136.68747764722443,11942.53435483799,0.054435420150587444,32,胜
mixed,True,513530.SH,2025-05-16,2025-05-23,2025-06-30,2025-07-03,6,4,166100.0,1.3948902989016678,1.4723245990346026,231760.7860311613,244479.74996487758,142.87331836416433,12718.963933716295,0.05487970657817054,33,胜
mixed,True,515050.SH,2025-07-04,2025-07-08,2025-11-03,2025-11-04,3,2,619300.0,0.39485094015338634,0.6983853783586308,244608.25300267708,432378.2647801831,208.86580300194152,187770.011777506,0.767635635644113,81,胜
mixed,True,513500.SH,2025-12-18,2025-12-19,2025-12-23,2025-12-24,2,2,178900.0,2.419738109785928,2.455280750996804,433021.01518505474,439117.95143542223,261.6422622582092,6096.936250367493,0.014080000823428751,4,胜
mixed,True,512070.SH,2025-12-25,2025-12-25,2026-01-13,2026-01-13,1,1,473500.0,0.9271111990451812,0.9478612009525299,439118.8488937177,448677.63496742764,266.33982941967486,9558.786073709955,0.02176810696646614,11,胜
mixed,True,159611.SZ,2026-03-20,2026-03-20,2026-04-02,2026-04-02,1,1,393200.0,1.1433703598976137,1.0986800238132477,449708.0974793952,431871.38506775995,264.47226326253315,-17836.712411635264,-0.03966286689434695,9,负
mixed,True,515050.SH,2026-04-08,2026-04-09,2026-07-03,2026-07-03,2,1,526400.0,0.8204491412736319,1.2035540428638458,432013.99329482974,633360.7829090795,319.63058283899045,201346.78961424972,0.4660654347759512,58,胜
mixed,True,512010.SH,2026-07-13,2026-07-13,2026-07-14,2026-07-14,1,1,1747600.0,0.3624343885421753,0.3575704102396965,633580.3545175304,624702.5819202131,377.4841159053597,-8877.772597317351,-0.014012070503792273,1,负
mixed,True,159985.SZ,2026-07-20,2026-07-21,2026-07-31,2026-08-03,2,2,289300.0,2.158488284127341,2.0814993104934696,624637.9957962192,601997.097200603,367.9885233371401,-22640.89859561622,-0.0362464319301552,10,负
mixed,True,512800.SH,2026-07-31,2026-08-03,2026-08-11,2026-08-11,2,1,727800.0,0.8270803216321746,0.8020363733291627,602129.6428013218,583546.9558872118,355.70133917785836,-18582.686914109974,-0.030861604533629516,7,负
uniform_keyword,False,512800.SH,2018-09-21,2018-09-28,2018-10-12,2018-10-17,5,4,208200.0,0.4813598387367672,0.466335971439881,100252.14675854753,97062.02190900709,62.15567832873927,-3190.1248495404434,-0.03182101284298389,12,负
uniform_keyword,False,512800.SH,2018-11-06,2018-11-07,2018-11-12,2018-11-13,2,2,198300.0,0.4897630150371589,0.4720722625119483,97149.14188363317,93583.84607722251,57.219580661396385,-3565.295806410664,-0.036699200191405046,5,负
uniform_keyword,False,510880.SH,2019-01-28,2019-02-01,2019-02-25,2019-02-28,5,4,56900.0,1.6484573381503564,1.8541150928542571,93827.26481572459,105467.4990387722,61.69201960433625,11640.23422304762,0.12406025312481272,18,胜
uniform_keyword,False,513500.SH,2019-05-20,2019-05-20,2019-05-27,2019-05-27,1,1,114300.0,0.9244893909156322,0.9045511052310468,105700.83812287127,103359.17427051027,62.717798612869615,-2341.663852361002,-0.02215369238263698,5,负
uniform_keyword,False,513500.SH,2019-06-13,2019-06-13,2019-06-20,2019-06-20,1,1,111400.0,0.9285001990437506,0.9374619976222515,103465.95265012585,104401.93655515829,62.360456612577785,935.9839050324372,0.009046298623446747,5,胜
uniform_keyword,False,513500.SH,2019-07-02,2019-07-02,2019-07-09,2019-07-09,1,1,109400.0,0.9545704219937323,0.9524214833557607,104461.33316736415,104163.65180603648,62.587474333570356,-297.6813613276754,-0.002849679898788371,5,负
uniform_keyword,False,513500.SH,2019-07-17,2019-07-17,2019-08-02,2019-08-05,1,2,107600.0,0.967605473703146,0.9528385693892226,104145.58327514965,102492.2574388027,64.40693216880095,-1653.3258363469504,-0.01587514116637012,13,负
uniform_keyword,False,159915.SZ,2019-08-20,2019-08-20,2019-08-30,2019-08-30,1,1,65400.0,1.5668780572891237,1.5671172057151794,102504.5670941927,102458.7184141966,61.488987060144424,-45.8486799960956,-0.00044728426543150235,8,负
uniform_keyword,False,159915.SZ,2019-09-09,2019-09-09,2019-09-27,2019-09-27,1,1,62500.0,1.6409668582439425,1.5601256361961364,102591.19676883848,97478.59990657985,60.020484270751474,-5112.596862258622,-0.04983465466124226,13,负
uniform_keyword,False,513500.SH,2019-09-27,2019-09-27,2019-10-10,2019-10-11,1,2,98500.0,0.9886622014343739,0.9634383695825344,97412.44180933821,94870.20980005847,57.68457187354963,-2542.2320092797454,-0.02609761096283325,5,负
uniform_keyword,False,159915.SZ,2019-11-01,2019-11-01,2019-11-18,2019-11-18,1,1,58900.0,1.6109307675361635,1.6110644352436065,94912.2873545424,94863.22772727767,56.93265523311853,-49.05962726472353,-0.0005168943730273767,11,负
uniform_keyword,False,513500.SH,2019-11-19,2019-11-25,2019-12-17,2019-12-18,5,2,92200.0,1.029856642781227,1.046640380381607,94984.48347311113,96471.2929982628,60.65108160335623,1486.8095251516643,0.015653183244109137,21,胜
uniform_keyword,False,512800.SH,2019-12-20,2019-12-20,2019-12-27,2019-12-27,1,1,169600.0,0.5686816186189652,0.5663195719003677,96477.33703853181,96018.98505448409,57.74886057362365,-458.3519840477238,-0.00475087723311296,5,负
uniform_keyword,False,159915.SZ,2019-12-27,2019-12-27,2020-01-06,2020-01-06,1,1,55400.0,1.7300736448764802,1.753892841911316,95874.83375013486,97136.51374285434,57.90352301041317,1261.6799927194807,0.013159657684597592,5,胜
uniform_keyword,False,518880.SH,2020-06-04,2020-06-04,2020-06-08,2020-06-08,1,1,25500.0,3.819578057289124,3.769471129512787,97428.46023301093,96092.67734843529,58.05622627903462,-1335.7828845756449,-0.013710397160962784,2,负
uniform_keyword,False,159941.SZ,2020-06-08,2020-06-10,2020-06-23,2020-06-30,3,4,176300.0,0.5467348224771611,0.5507816950111448,96418.26600748432,97069.15745934466,62.572175880988,650.8914518603415,0.006750706881721191,14,胜
uniform_keyword,False,159985.SZ,2020-11-03,2020-11-06,2020-11-10,2020-11-13,4,4,86600.0,1.1252170164829038,1.1575734670735396,97474.27484851316,100215.78848989397,60.554979768250945,2741.513641380807,0.028125509480747102,8,胜
uniform_keyword,False,513500.SH,2021-03-25,2021-03-29,2021-03-31,2021-04-02,3,3,83500.0,1.205300621624093,1.2354265728983052,100672.79468618344,103127.17140135737,61.140216222786066,2454.3767151739303,0.024379741546111777,6,胜
uniform_keyword,False,159941.SZ,2021-04-09,2021-04-15,2021-04-23,2021-04-29,5,5,146600.0,0.7037661340882191,0.6987889131170381,103205.62082540063,102410.87722677553,65.08300424997609,-794.7435986251076,-0.00770058444752364,14,负
uniform_keyword,False,512760.SH,2021-06-08,2021-06-08,2021-08-19,2021-08-19,1,1,159300.0,0.6437716066837311,0.7550927823781968,102583.58278980177,120250.1943487769,66.85172915326953,17666.611558975128,0.17221675319309893,51,胜
uniform_keyword,False,159865.SZ,2021-10-28,2021-10-28,2021-10-29,2021-10-29,1,1,125500.0,0.8039635732650757,0.7910495957136154,100927.69767330044,99246.94124478012,60.052245812047715,-1680.7564285203262,-0.01665307410420558,1,负
uniform_keyword,False,512980.SH,2021-11-11,2021-11-16,2021-11-17,2021-11-17,4,1,110900.0,0.7578993730882356,0.7870543876171112,84076.25578762799,87258.14628726161,51.400611618666886,3181.8904996336205,0.03784529258380509,4,胜
uniform_keyword,False,510630.SH,2021-10-29,2021-11-05,2021-11-11,2021-11-18,6,6,84900.0,1.398586791524449,1.3956212138149569,118777.23794767365,118451.87428901395,73.58611112379837,-325.36365865969856,-0.0027392761801974252,14,负
uniform_keyword,False,159865.SZ,2021-11-17,2021-11-18,2021-11-25,2021-11-26,2,2,141000.0,0.8627645499139138,0.8229304318630443,121686.2964783232,115998.38093542143,71.30489772916532,-5687.91554290177,-0.04674244929391036,7,负
uniform_keyword,False,512690.SH,2021-11-25,2021-11-26,2021-12-28,2021-12-28,2,1,121200.0,0.956790322559541,1.0097868371486665,115997.77599034463,122349.44881301966,71.50474552699042,6351.672822675027,0.05475685002101871,23,胜
uniform_keyword,False,512200.SH,2022-01-25,2022-01-25,2022-02-07,2022-02-07,1,1,52600.0,2.3287911751747137,2.203352889537811,122531.1641389342,115861.59308109197,71.51723334116363,-6669.5710578422295,-0.05443163055465472,4,负
uniform_keyword,False,159981.SZ,2022-02-15,2022-02-17,2022-04-06,2022-04-07,3,2,71300.0,1.6238705700028995,1.6953068325146385,115816.7062326991,120839.11454514625,70.99720463985012,5022.408312447151,0.043365145459724364,35,胜
uniform_keyword,False,510880.SH,2022-04-13,2022-04-13,2022-04-22,2022-04-22,1,1,49300.0,2.4499364267349244,2.3292016171455385,120818.10039778319,114795.19083335747,70.68345166899203,-6022.909564425718,-0.049851053315652316,7,负
uniform_keyword,False,518880.SH,2022-05-09,2022-05-09,2022-05-16,2022-05-16,1,1,29100.0,3.9467303121566775,3.8723476933479315,114884.30703938444,112651.51228106188,68.26055098805523,-2232.7947583225614,-0.019435158864274826,5,负
uniform_keyword,False,159981.SZ,2022-05-30,2022-06-06,2022-06-07,2022-06-14,5,6,65000.0,1.7348685853187122,1.8464385264866168,112800.28798313001,119978.69974735721,73.63441168660117,7178.411764227203,0.06363823969404026,10,胜
uniform_keyword,False,159755.SZ,2022-06-07,2022-06-14,2022-07-29,2022-07-29,6,1,107000.0,1.1205879349125656,1.2055516171455383,119942.6932461276,128955.32482766223,78.48241739344788,9012.631581534632,0.0751411473064083,38,胜
uniform_keyword,False,159941.SZ,2022-08-17,2022-08-17,2022-08-30,2022-08-30,1,1,180500.0,0.7149250995218753,0.6612098876357079,129082.6936578376,119312.5802028298,74.51770955458312,-9770.113455007799,-0.07568879435461473,9,负
uniform_keyword,False,159865.SZ,2022-09-01,2022-09-01,2022-09-16,2022-09-16,1,1,136100.0,0.8760500000000001,0.8439860285758972,119266.17412150001,114832.03853963285,70.22907104675389,-4434.135581867158,-0.03717848429807069,10,负
uniform_keyword,False,518880.SH,2022-10-11,2022-10-11,2022-10-12,2022-10-12,1,1,30100.0,3.808564700698853,3.797437645721436,114672.18883028277,114268.58227427435,68.6822011881752,-403.6065560084244,-0.003519655115380882,1,负
uniform_keyword,False,159985.SZ,2022-10-12,2022-10-17,2022-11-30,2022-12-05,4,4,64400.0,1.7786628979329,1.8527274737654265,114583.52912626807,119279.85461570031,73.43319418245983,4696.325489432245,0.04098604332789413,38,胜
uniform_keyword,False,513200.SH,2022-11-30,2022-12-05,2023-02-01,2023-02-02,4,2,121700.0,0.9796090506134704,1.0813084148496415,119254.18698609724,131555.7555169752,75.24409666405819,12301.56853087795,0.10315418554077338,40,胜
uniform_keyword,False,512690.SH,2023-02-09,2023-02-09,2023-03-09,2023-03-09,1,1,149200.0,0.8820571823358536,0.9059116052389147,131642.41248399072,135121.46289819558,80.02948293184662,3479.0504142048594,0.026428035984435994,20,胜
uniform_keyword,False,510880.SH,2023-05-04,2023-05-04,2023-05-25,2023-05-25,1,1,51200.0,2.6391631178855897,2.5549304876327517,135165.6891812329,130773.19723450685,79.78127778076171,-4392.491946726062,-0.03249709281500068,15,负
uniform_keyword,False,513500.SH,2023-05-31,2023-05-31,2023-06-21,2023-06-21,1,1,92900.0,1.4097962181687353,1.4829850885868072,131009.35968847587,137727.9839352955,80.62181501927697,6718.624246819614,0.05128354388415968,15,胜
uniform_keyword,False,159985.SZ,2023-07-06,2023-07-10,2023-09-26,2023-09-26,3,1,68600.0,2.007975167400566,2.2732688228607176,137788.42061262392,155899.45737587076,88.1080013195772,18111.03676324684,0.1314409199461246,58,胜
uniform_keyword,False,513200.SH,2023-11-07,2023-11-08,2023-11-28,2023-11-29,2,2,168500.0,0.9264067142985057,0.8770173411163626,156146.361218706,147729.68642608798,94.56541142690128,-8416.674792618025,-0.05390247154609795,16,负
uniform_keyword,False,513310.SH,2023-11-28,2023-12-04,2023-12-05,2023-12-13,5,7,119400.0,1.236542406567377,1.191721717393398,147687.45629314805,142246.03032842863,89.83567734635434,-5441.425964719412,-0.036844198561579944,11,负
uniform_keyword,False,159941.SZ,2023-12-07,2023-12-13,2024-01-05,2024-01-05,5,1,162800.0,0.873801306694746,0.8856024114131927,142300.36816667902,144132.81975629437,88.76825854780172,1832.4515896153462,0.012877349603684474,20,胜
uniform_keyword,False,518880.SH,2024-01-05,2024-01-05,2024-01-16,2024-01-16,1,1,30800.0,4.664590719795227,4.668390986633301,143712.4949879439,143743.3064555892,86.23675096739959,30.81146764528239,0.00021439658150712582,7,胜
uniform_keyword,False,159941.SZ,2024-01-16,2024-01-16,2024-01-29,2024-01-29,1,1,156400.0,0.9214813296437263,0.9474349881112574,144162.91586026567,148134.37849095848,87.68955362906382,3971.462630692811,0.02754843440141208,9,胜
uniform_keyword,False,513500.SH,2024-01-29,2024-01-29,2024-01-30,2024-01-30,1,1,89300.0,1.6584658439874647,1.6694802247285843,148145.43016804103,149039.8586930421,89.15567518090295,894.4285250010726,0.00603750331000108,1,胜
uniform_keyword,False,512800.SH,2024-01-30,2024-01-30,2024-03-05,2024-03-05,1,1,265200.0,0.5616731894969941,0.5743099880933762,149000.41657355923,152261.31673971066,90.37882160908985,3260.900166151434,0.021885174827961595,19,胜
uniform_keyword,False,515050.SH,2024-03-05,2024-03-07,2024-03-27,2024-03-28,3,2,489500.0,0.31100973777957786,0.3048043821136603,152285.5526864298,149156.98452112332,91.04656683983384,-3128.5681653064676,-0.02054409042825278,17,负
uniform_keyword,False,512400.SH,2024-03-27,2024-03-28,2024-04-17,2024-04-17,2,1,152400.0,0.9784128650983487,1.0527352200031281,149154.85367718065,160388.71647421818,92.86409045083951,11233.862797037524,0.07531677662566216,13,胜
uniform_keyword,False,512800.SH,2024-04-17,2024-04-17,2024-04-25,2024-04-25,1,1,271000.0,0.5917092205286026,0.5982811771392822,160401.30472288028,162085.55874504405,96.74621933039901,1684.2540221637755,0.010500251385570758,6,胜
uniform_keyword,False,513530.SH,2024-04-25,2024-05-08,2024-06-12,2024-06-14,7,3,153200.0,1.0576220428377234,1.1543572148560857,162079.11341966235,176794.47105835754,104.47071451791439,14715.35763869519,0.09079120269243779,32,胜
uniform_keyword,False,159941.SZ,2024-06-12,2024-06-14,2024-07-23,2024-07-23,3,1,164000.0,1.0776212790524957,1.1129868561148646,176782.9087315387,182475.08544951695,107.77792025023412,5692.176717978262,0.0321986823207121,29,胜
uniform_keyword,False,513500.SH,2024-07-23,2024-07-23,2024-07-26,2024-07-26,1,1,91900.0,1.984343272268772,1.8958673228263851,182415.8550655166,174177.9379056545,106.97740610677349,-8237.917159862118,-0.045160093989107364,3,负
uniform_keyword,False,159611.SZ,2024-07-26,2024-07-29,2024-07-30,2024-07-31,2,2,165000.0,1.0555111913482782,1.0455311159496308,174211.59437643766,172460.88034144958,104.00159421124648,-1750.7140349880792,-0.010049354299606073,3,负
uniform_keyword,False,512800.SH,2024-07-30,2024-07-31,2024-08-08,2024-08-08,2,1,269200.0,0.6406802144451978,0.6232512128591537,172522.85506276586,167728.8927337337,102.07510206909943,-4793.9623290321615,-0.027787404325578025,7,负
uniform_keyword,False,518880.SH,2024-08-19,2024-08-19,2024-09-26,2024-09-26,1,1,30400.0,5.508602254867554,5.753088228607178,167511.74700053805,174841.4139850133,102.70661720928955,7329.666984475247,0.04375613720064475,26,胜
uniform_keyword,False,159851.SZ,2024-09-26,2024-10-16,2024-12-11,2024-12-11,7,1,310800.0,0.5635860395537381,0.8030352200031281,175217.07520243814,249508.47137305912,129.40911304945467,74291.39617062098,0.4239963261844655,49,胜
uniform_keyword,False,512800.SH,2025-01-03,2025-01-03,2025-02-10,2025-02-10,1,1,343400.0,0.7268712109804154,0.7351168014287949,249682.45612282984,252363.37787776496,150.61400503839684,2680.921754935116,0.01073732530737459,20,胜
uniform_keyword,False,513200.SH,2025-02-12,2025-02-14,2025-03-27,2025-03-28,3,2,353800.0,0.7132113286364931,0.8132042835626683,252409.8683220127,287625.3620218147,162.01375307881895,35215.49369980197,0.1395171034076832,32,胜
uniform_keyword,False,518880.SH,2025-03-27,2025-03-28,2025-05-13,2025-05-13,2,1,42000.0,6.836682280179433,7.28225068950653,287226.79796426644,305762.7726005865,177.89855541804314,18535.974636320083,0.0645342801148594,29,胜
uniform_keyword,False,513200.SH,2025-05-13,2025-05-13,2025-05-28,2025-05-29,1,2,374100.0,0.8182031847000122,0.870514424994555,306181.6383396934,325561.7485565459,189.52477733602126,19380.110216852452,0.06329612161572928,12,胜
uniform_keyword,False,512800.SH,2025-05-28,2025-05-29,2025-07-01,2025-07-01,2,1,404300.0,0.8048357946800414,0.8539740190505981,325492.73032267747,345158.11739338614,201.19704230738924,19665.387070708675,0.06041728505338151,23,胜
uniform_keyword,False,515050.SH,2025-07-04,2025-07-08,2025-11-03,2025-11-04,3,2,878400.0,0.39296747172781704,0.7012653919812107,345286.18195386423,615806.7228602007,288.352244244603,270520.54090633645,0.7834676133737732,81,胜
uniform_keyword,False,513500.SH,2025-12-18,2025-12-19,2025-12-23,2025-12-24,2,2,254000.0,2.4273802979679937,2.453532795068974,616739.5620625755,623010.3707485351,371.92557768941685,6270.808685959666,0.010167677041810208,4,胜
uniform_keyword,False,512070.SH,2025-12-25,2025-12-26,2026-01-13,2026-01-13,2,1,671600.0,0.9273489761068928,0.9478612009525299,622995.3337840571,636392.6074849511,378.73650543569227,13397.27370089409,0.02150461323605657,11,胜
uniform_keyword,False,159611.SZ,2026-03-20,2026-03-23,2026-04-02,2026-04-02,2,1,558900.0,1.1410412302964745,1.0986800238132477,637919.2619957834,613868.0496296313,375.5340626765771,-24051.21236615209,-0.03770259623593408,9,负
uniform_keyword,False,515050.SH,2026-04-08,2026-04-09,2026-06-30,2026-06-30,2,1,743500.0,0.825575233222898,1.3353956123828885,613999.330456995,992568.7778153357,482.00454711237063,378569.4473583406,0.616563290185633,55,胜
uniform_keyword,False,512010.SH,2026-07-13,2026-07-13,2026-07-14,2026-07-14,1,1,1820100.0,0.3624343885421753,0.3575704102396965,659864.730634789,650618.6595061683,393.1442202788654,-9246.07112862065,-0.014012070503792384,1,负
uniform_keyword,False,159985.SZ,2026-07-20,2026-07-22,2026-07-31,2026-08-03,3,2,452700.0,2.1729371183486608,2.081499310493469,983983.7400664816,942012.0494390354,577.7950114010496,-41971.69062744628,-0.042654861984417036,10,负
uniform_keyword,False,159647.SZ,2026-07-31,2026-08-11,2026-08-12,2026-08-24,8,9,363900.0,0.9297741969163552,0.917376257230902,338446.333706939,333732.3442849592,202.37917044337297,-4713.989421979815,-0.013928321723412962,16,负
uniform_keyword,True,512800.SH,2018-09-21,2018-09-28,2018-10-12,2018-10-17,5,4,208200.0,0.4813598387367672,0.466335971439881,100252.14675854753,97062.02190900709,62.15567832873927,-3190.1248495404434,-0.03182101284298389,12,负
uniform_keyword,True,512800.SH,2018-11-06,2018-11-07,2018-11-21,2018-11-22,2,2,198300.0,0.4897630150371589,0.47399230900108963,97149.14188363317,93964.4770724536,57.3338042270354,-3184.6648111795657,-0.03278119342519992,12,负
uniform_keyword,True,510880.SH,2019-01-28,2019-02-01,2019-03-06,2019-03-11,5,4,57100.0,1.6485152654688746,1.9557903501763652,94160.26393324205,111640.81259743437,64.85867260538959,17480.54866419232,0.18564676790398238,25,胜
uniform_keyword,True,513500.SH,2019-05-20,2019-05-20,2019-05-27,2019-05-27,1,1,121000.0,0.9244893909156322,0.9045511052310468,111896.77526568173,109417.84852783677,66.39417001012444,-2478.9267378449586,-0.02215369238263687,5,负
uniform_keyword,True,513500.SH,2019-06-13,2019-06-13,2019-06-25,2019-06-25,1,1,117900.0,0.9285001990437506,0.9394565719425677,109503.01451929838,110728.70125307913,66.06963098978608,1225.686733780749,0.011193178006663418,8,胜
uniform_keyword,True,513500.SH,2019-07-03,2019-07-03,2019-08-07,2019-08-08,1,2,115100.0,0.9615892913937568,0.9422552858765078,110712.13111765325,108421.04732936472,65.73975325314223,-2291.0837882885244,-0.02069406274777419,26,负
uniform_keyword,True,159915.SZ,2019-08-20,2019-08-20,2019-09-27,2019-09-27,1,1,69200.0,1.5668780572891237,1.5601256361961364,108460.48995287668,107928.30581656522,64.916596676754,-532.1841363114654,-0.00490670968333895,27,负
uniform_keyword,True,513500.SH,2019-09-27,2019-09-27,2019-10-10,2019-10-11,1,2,109200.0,0.9886622014343739,0.963922411921211,107994.30097035262,105228.7492835817,63.96667193352896,-2765.551686770923,-0.025608311382376958,5,负
uniform_keyword,True,159915.SZ,2019-11-01,2019-11-01,2019-11-18,2019-11-18,1,1,65300.0,1.6109307675361635,1.6110644352436065,105225.33725384751,105170.9468691211,63.11888602245569,-54.390384726415505,-0.0005168943730272657,11,负
uniform_keyword,True,513500.SH,2019-11-19,2019-11-25,2019-12-18,2019-12-19,5,2,102200.0,1.029456002774502,1.045182087954383,105242.10449223612,106785.56410612127,63.74629149868237,1543.4596138851484,0.014665799599237417,22,胜
uniform_keyword,True,512800.SH,2019-12-20,2019-12-23,2019-12-27,2019-12-30,2,2,187800.0,0.5686816186189653,0.5661951223844156,106833.07609668502,106295.86272691064,70.24937692597126,-537.2133697743848,-0.0050285303896725475,6,负
uniform_keyword,True,159915.SZ,2019-12-27,2019-12-30,2020-01-06,2020-01-06,2,1,61400.0,1.7286745741901648,1.753892841911316,106176.13735437173,107656.7137872068,67.82520524362755,1480.5764328350633,0.013944530943836408,5,胜
uniform_keyword,True,518880.SH,2020-06-04,2020-06-04,2020-06-08,2020-06-08,1,1,28300.0,3.819578057289124,3.769471129512787,108126.4872389886,106644.03015532231,64.43102759594822,-1482.4570836662897,-0.013710397160962562,2,负
uniform_keyword,True,159941.SZ,2020-06-08,2020-06-11,2020-06-23,2020-06-30,4,4,195000.0,0.5477662602410194,0.5503730456481897,106848.68372389373,107289.08853027681,67.91834801513195,440.4048063830851,0.004121761644917621,14,胜
uniform_keyword,True,159985.SZ,2020-11-03,2020-11-06,2020-11-10,2020-11-16,4,5,95500.0,1.127282022553489,1.157372857536346,107687.72978380436,110493.16218362075,68.24234104644631,2805.432399816389,0.026051551141886176,9,胜
uniform_keyword,True,513500.SH,2021-03-25,2021-03-29,2021-03-31,2021-04-06,3,4,92000.0,1.2065924866560749,1.23653166842931,111039.81072499059,113722.16339762526,72.05205050295149,2682.3526726346754,0.024156675476311618,7,胜
uniform_keyword,True,159941.SZ,2021-04-09,2021-04-15,2021-04-23,2021-04-30,5,6,161700.0,0.7036845680390196,0.6991634119722308,113819.93039030505,113015.99578849172,72.86366581355571,-803.9346018133219,-0.007063214667734519,15,负
uniform_keyword,True,512760.SH,2021-06-08,2021-06-08,2021-08-19,2021-08-19,1,1,175700.0,0.6437716066837311,0.7550927823781968,113144.60449571986,132630.00092329,73.73414194745422,19485.396427570144,0.1722167531930987,51,胜
uniform_keyword,True,159865.SZ,2021-10-28,2021-10-28,2021-10-29,2021-10-29,1,1,125500.0,0.8039635732650757,0.7910495957136154,100927.69767330044,99246.94124478012,60.052245812047715,-1680.7564285203262,-0.01665307410420558,1,负
uniform_keyword,True,512980.SH,2021-11-11,2021-11-16,2021-11-17,2021-11-17,4,1,110800.0,0.7578758710852815,0.7870543876171112,83997.83831020407,87179.46446013154,51.35348179926753,3181.6261499274697,0.037877476539071475,4,胜
uniform_keyword,True,510630.SH,2021-10-29,2021-11-08,2021-11-11,2021-11-19,7,7,93600.0,1.4020084013827845,1.3963810677233925,131271.7526035942,130658.48384490357,86.55032817154694,-613.2687586906395,-0.004671749607415898,15,负
uniform_keyword,True,159865.SZ,2021-11-17,2021-11-19,2021-11-30,2021-12-01,3,2,155200.0,0.8622808964901827,0.8127007707419777,133869.7321429426,126093.32027126919,81.57635555201745,-7776.411871673423,-0.05808939591639706,10,负
uniform_keyword,True,159869.SZ,2021-11-30,2021-12-03,2021-12-07,2021-12-10,4,4,126400.0,0.9975532070761617,0.9891091052235682,126132.69635580419,124982.2760104158,83.08587122057986,-1150.4203453883965,-0.009120714760138093,8,负
uniform_keyword,True,512200.SH,2022-01-25,2022-01-25,2022-02-07,2022-02-07,1,1,53700.0,2.3287911751747137,2.203352889537811,125093.60293271419,118284.55415313001,73.01284088251876,-6809.048779584176,-0.05443163055465472,4,负
uniform_keyword,True,159981.SZ,2022-02-15,2022-02-17,2022-04-06,2022-04-07,3,2,72900.0,1.6229932662373872,1.6951896922988658,118351.70397143812,123542.25477001673,72.56866130318784,5190.55079857861,0.04385700099283096,35,胜
uniform_keyword,True,510880.SH,2022-04-13,2022-04-13,2022-04-22,2022-04-22,1,1,50400.0,2.4499364267349244,2.3292016171455385,123513.83894621242,117356.5439756839,72.26056722347259,-6157.294970528514,-0.049851053315652205,7,负
uniform_keyword,True,518880.SH,2022-05-09,2022-05-09,2022-05-16,2022-05-16,1,1,29700.0,3.9467303121566775,3.872347693347931,117253.05563813463,114974.22387448582,69.66798502904605,-2278.8317636488064,-0.019435158864274826,5,负
uniform_keyword,True,159981.SZ,2022-05-30,2022-06-06,2022-06-14,2022-06-20,5,5,66400.0,1.7355274344466538,1.7734581668114802,115273.59335375199,117722.29498959941,69.89899317706204,2448.701635847421,0.021242520204370008,14,胜
uniform_keyword,True,159755.SZ,2022-06-14,2022-06-20,2022-07-29,2022-07-29,5,1,99900.0,1.1785576932094715,1.2055516171455383,117773.2349256917,120398.47617087343,71.45175603133964,2625.2412451817363,0.022290643938226884,33,胜
uniform_keyword,True,159941.SZ,2022-08-17,2022-08-17,2022-08-30,2022-08-30,1,1,168400.0,0.7149250995218753,0.6612098876357079,120429.50477551165,111314.34075432985,69.5223395512011,-9115.164021181801,-0.07568879435461484,9,负
uniform_keyword,True,159865.SZ,2022-09-01,2022-09-01,2022-09-16,2022-09-16,1,1,127100.0,0.8760500000000001,0.8439860285758972,111379.35878650002,107238.44304472694,65.58497376959896,-4140.915741773075,-0.03717848429807069,10,负
uniform_keyword,True,518880.SH,2022-10-11,2022-10-11,2022-10-12,2022-10-12,1,1,28100.0,3.808564700698853,3.797437645721436,107052.77429006466,106675.9854454189,64.11859978032302,-376.78884464575094,-0.003519655115380993,1,负
uniform_keyword,True,159985.SZ,2022-10-12,2022-10-14,2022-12-06,2022-12-09,3,4,60100.0,1.7774498576798972,1.887369703007141,106856.78386749579,113396.88987498396,66.0766966791873,6540.106007488168,0.0612044062228001,42,胜
